"time","status","group"
0.649517638237303,1,0
0.862528099071567,1,0
0.247409014262303,1,0
0.937256460180551,1,0
0.555078389001179,1,0
0.753287735052048,1,0
0.757750775783114,1,0
0.697254540158018,1,0
0.899081627684132,1,0
0.462903290292422,1,0
0.765292905411285,1,0
0.61337418067398,1,0
0.681775362078773,1,0
0.184160413201384,1,0
0.18711247948408,1,0
0.331676395609975,0,0
0.595795851694074,1,0
0.136152907937364,1,0
0.518985155970406,1,0
2.70816004882535,1,0
1.689983066075,1,0
2.18037662073792,1,0
1.68514659587224,1,0
2.91126008253408,1,0
1.76756130997092,0,0
1.22359566140417,1,0
3.41570562578393,1,0
1.72832042010617,1,0
0.325551153626293,0,0
2.7193279004711,1,0
1.45653747362052,1,0
3.90938525450767,1,0
1.21893073337593,1,0
2.74088128636117,1,0
1.52593142905195,1,0
1.32029334358739,1,0
0.595336865633726,0,0
2.02785559789453,1,0
1.32123863599325,1,0
1.28055095946921,1,0
1.97242550095491,1,0
1.59285366499145,1,0
1.07718257080729,1,0
1.34029847669255,1,0
1.65505115222186,0,0
0.412541992496699,0,0
1.4268280528782,1,0
0.628131221048534,0,0
1.13814832968637,0,0
1.02017791749476,1,0
1.35364113571444,1,0
1.62070072274928,1,0
0.483808185439557,0,0
0.475910467095673,0,0
1.4968322022502,1,0
3.06084295880767,1,0
3.33002541871362,1,0
1.92746458668262,0,0
1.87007361168988,1,0
1.73820406184234,1,0
1.70043971342117,1,0
0.0460119084455073,0,0
1.08219733202227,1,0
0.27487098891288,0,0
0.498463341034949,0,0
1.8180990854678,1,0
1.50951866289035,1,0
0.601638045161963,0,0
2.21386568990264,1,0
1.57710483550685,1,0
2.85304149349658,1,0
1.94758874749864,1,0
2.31300313725203,1,0
1.18556906179792,1,0
1.69013354003741,1,0
0.86321877501905,0,0
1.23906593551174,1,0
2.69297577078733,1,0
1.21118361115969,1,0
0.241475616116077,0,0
3.25458300439641,0,0
3.15239071659868,1,0
2.58806812047923,1,0
0.856441420968622,0,0
1.68122350871551,1,0
1.12777988472953,0,0
1.41929587628692,0,0
1.38401520379747,1,0
2.36819164353988,1,0
4.10384495035148,1,0
2.12801989714869,1,0
0.298462748061866,0,0
1.44759965217738,1,0
2.72354874732188,1,0
3.94016375346109,0,0
1.62166674714535,0,0
2.89418071518698,1,0
1.21873014405051,1,0
1.3598107024561,1,0
2.03923839867015,1,0
0.997353924540022,1,1
0.883382961969083,1,1
0.0782538910990239,1,1
0.908941772401957,1,1
0.874164166007558,1,1
0.797241172040245,1,1
0.215649425981316,1,1
0.502370294466193,1,1
0.0771117971167189,1,1
0.519843368108502,1,1
0.25670780911329,1,1
0.626779045422148,1,1
0.0811960033697827,1,1
0.499588999725082,1,1
0.507970629475885,1,1
0.499605280347168,0,1
0.00123648341631564,1,1
0.82577154100986,1,1
0.286844709889485,1,1
0.360181525143813,1,1
0.172069144756814,1,1
0.0938085103051166,1,1
0.803698879333926,1,1
0.215932456275476,1,1
0.070900721475482,0,1
0.430101401481993,1,1
0.166511201157848,1,1
0.36079516357281,1,1
0.110534096872405,1,1
0.43851089624666,1,1
0.197513288362276,1,1
1.86258409521542,0,1
2.64329133089632,0,1
2.28255373309366,0,1
2.01049598417323,1,1
4.49983949540183,0,1
1.33300237554374,1,1
2.82683454749898,1,1
3.13265207223594,0,1
2.19698194253894,1,1
2.4010785218769,1,1
1.56360745211682,1,1
0.626098604407161,0,1
1.44040337126455,1,1
1.9277181243524,0,1
1.98003304656595,0,1
2.69702411373146,0,1
2.16562442714348,0,1
1.29493541276201,1,1
0.676833903416991,0,1
1.17018645672113,1,1
1.67384409746939,1,1
0.0338212621863931,0,1
3.1342901231836,1,1
3.01864598535539,1,1
2.15384883456863,0,1
2.52856788341887,0,1
2.67405320318658,1,1
1.03352673140093,1,1
1.33728886929905,1,1
0.081331409746781,0,1
0.386638243217021,0,1
2.04883652506396,0,1
1.55034171723318,1,1
0.558976187603548,0,1
1.78856317173636,1,1
0.504107241285965,0,1
1.37183459083973,1,1
2.66416092286818,0,1
0.158372044097632,0,1
4.22368180123158,0,1
0.628032436361536,0,1
1.58006084966473,0,1
1.54540322921035,1,1
1.14401893247927,1,1
1.26418078957108,1,1
1.67876693420112,0,1
1.25046215662268,1,1
1.52612229176619,1,1
1.15794295800956,1,1
2.73775321622921,1,1
2.59640703382759,1,1
1.23071940364741,1,1
2.45077670551836,0,1
2.23930578562431,0,1
3.03252017474733,0,1
0.249369698576629,0,1
1.53787443530746,0,1
1.65537297609262,0,1
1.67639555758797,0,1
1.3727135647741,1,1
1.25037491051121,1,1
1.10810880549252,0,1
1.69008055122398,1,1
3.53777699825158,1,1
4.66533347498626,0,1
3.08412280954897,1,1
3.96033106953837,0,1
2.53243444953114,0,1
0.722575362306088,0,1
